from,to
24,20
13,14
16,17
9363,9364
36,37
7,68
310,298
9363,9364
13,14
0,21
310,136
100,23
97,98
7,60
9363,9364
7,8
4644,58
299,300
934,58
9444,8194
0,31
105,58
7,68
19,20
22,23
7,26
57,58
9363,9364
780,136
57,58
708,5
7,44
16,17
57,58
105,58
24,20
7,38
19,20
6,5
105,58
152,3240
7,34
9363,9364
7,15
7,44
24,20
7,38
0,31
4,5
9363,9364
13,14
19,20
24,20
921,112
9445,1248
7,40
9446,298
9447,897
1357,300
123,7821
8273,1443
9395,140
805,2150
311,312
4605,778
805,807
13,14
805,806
7,38
7,34
19,20
805,809
805,810
9363,9364
805,2152
1107,128
7,15
7,44
119,120
9448,58
119,120
100,23
123,7821
117,118
800,58
9449,298
9450,298
57,58
4605,778
99,23
0,1
97,98
19,20
9451,897
7,34
9452,58
310,136
9363,9364
3190,795
800,131
16,17
13,14
0,35
24,20
4,5
0,31
7,60
9363,9364
9376,136
9439,58
24,20
0,42
9453,140
7,79
27,28
0,31
19,20
27,28
27,28
7,15
13,14
0,42
4,5
6,5
7,79
0,1
2159,1447
36,37
95,96
7,60
27,28
0,21
27,28
0,42
4,5
7,40
24,20
19,20
36,43
119,120
311,312
9444,345
7,34
36,37
9454,298
904,905
9455,897
299,300
6218,1443
13,14
953,954
0,35
27,28
7,26
36,43
97,98
9456,109
7,68
4,5
7,34
9456,1141
19,20
19,20
9395,3251
7,26
7,44
36,43
24,20
9456,193
24,20
16,17
7,68
13,14
7,34
13,14
0,21
24,20
0,42
0,84
7,5566
4,5
9457,146
57,58
0,31
7,60
52,53
36,37
111,112
4,5
9444,109
52,53
932,316
7,44
105,58
19,20
934,58
7,38
6,5
9456,3694
7,18
13,14
36,37
57,58
24,20
22,23
7,8
932,345
0,42
36,43
19,20
7,5566
0,1
19,20
7,18
4,5
932,345
0,46
100,23
119,120
56,55
16,17
1311,55
7,40
57,58
111,112
13,14
7,38
57,58
36,37
111,112
13,14
7,15
0,31
57,58
52,53
135,58
24,20
1373,345
1311,55
36,43
24,20
125,126
7,38
9458,146
1229,128
105,58
9459,821
0,21
299,300
9460,298
19,20
9458,146
152,3240
308,126
301,126
52,53
125,126
7,15
304,126
305,126
301,126
3554,4988
6,5
4,5
24,20
13,14
0,46
19,20
19,20
24,20
36,43
141,142
7,60
71,355
24,20
19,20
9444,541
8209,109
19,20
7,8
0,1
4,5
1229,128
0,31
36,37
8209,795
24,20
119,120
7,26
3554,4988
299,300
123,7821
1106,128
308,126
105,58
301,126
4,5
9461,1259
125,126
119,120
304,126
1229,128
0,35
708,5
105,58
9462,146
24,20
105,58
7,60
9463,9464
805,808
805,2151
805,825
111,112
7,26
805,2154
123,7821
1229,128
304,126
1311,55
805,811
9465,298
1106,128
299,300
9463,9464
805,811
805,2171
7,68
805,4515
805,4515
105,58
805,9466
0,84
805,9466
0,42
105,58
9459,1194
105,58
7,15
0,21
135,58
801,58
13,14
105,58
24,20
19,20
4,5
9463,9464
105,58
0,84
19,20
1384,1386
9459,640
71,148
9467,298
117,118
3554,4988
19,20
5524,5525
1384,1386
1311,55
119,120
934,58
1107,128
19,20
932,776
111,112
1311,55
19,20
24,20
9463,9464
708,5
7,38
117,118
57,58
36,43
0,84
57,58
7,60
4,5
9463,9464
19,20
105,58
0,31
1311,55
24,20
3035,122
596,112
111,112
1290,122
7,8
4,5
1107,128
311,312
3035,122
105,58
1132,2448
71,360
19,20
7,44
9463,9464
0,84
36,43
111,112
596,112
1106,128
127,128
708,5
9468,298
1290,122
7,8
119,120
19,20
121,122
105,58
127,128
3322,3323
0,1
7,26
1290,122
121,122
3245,3246
3554,4988
2,9469
710,122
11,9470
0,84
19,20
36,43
9463,9464
596,112
9471,298
16,17
1229,128
161,9472
13,14
9473,298
708,5
0,21
117,118
7,8
924,925
105,58
111,112
9474,298
5524,5525
299,300
52,53
4,5
19,20
24,20
127,128
1290,122
0,35
9475,298
299,300
9476,9472
13,14
708,5
119,120
7,79
4,5
135,136
780,136
6,5
7,68
9463,9464
11,9477
0,21
36,37
7,34
47,48
7,79
4644,1141
1107,128
1311,55
111,112
13,14
119,120
1229,128
127,128
1106,128
0,42
708,5
16,17
19,20
0,84
9463,9464
36,37
24,20
4644,58
7,26
9478,298
11,9479
7,18
924,925
6,5
1311,55
4644,1171
4605,345
0,42
4,5
1106,128
127,128
24,20
52,53
1229,128
7,8
0,31
6860,109
19,20
1186,1187
9463,9464
7,38
708,5
16,17
7,18
13,14
0,42
7,40
57,58
813,814
11,9480
0,31
6,5
57,58
4,5
11,9481
7,26
57,58
4,5
1311,55
11,9482
169,170
596,112
1106,128
57,58
9463,9464
7,68
19,20
22,23
24,20
11,9483
169,170
57,58
105,58
169,170
7,34
9463,9464
3619,3620
169,170
7,79
4,5
7,26
11,9484
105,58
9463,9464
13,14
71,184
7,5566
117,118
24,20
127,128
11,9485
1311,55
105,58
1106,128
169,647
52,53
0,46
7,38
169,172
105,58
169,173
135,136
95,96
1311,55
105,58
0,42
169,174
7,5566
105,58
169,287
596,112
111,112
1229,128
127,128
1107,128
1106,128
47,48
9486,298
9487,298
1311,55
13,14
0,46
105,58
16,17
169,649
7,38
9463,9464
710,122
19,20
52,53
4,5
24,20
119,120
105,58
3245,3246
111,112
9488,298
6,5
11,9489
169,858
7,60
13,14
1311,55
9490,298
299,300
4,5
311,312
313,314
924,925
19,20
11,9491
52,53
7,8
921,112
344,778
9492,58
0,46
9463,9464
100,23
344,345
99,23
97,98
19,20
7,60
4605,345
24,20
19,20
0,35
24,20
313,314
47,48
7,5566
11,9493
13,14
16,17
13,14
4605,345
7,18
9463,9464
4,5
0,1
11,9494
953,954
708,5
4,5
7,5566
11,9495
105,58
1311,55
9496,298
9497,298
1373,345
6444,58
7,18
9498,897
9499,298
9500,298
0,21
7,40
19,20
1311,55
36,43
708,5
19,20
105,58
95,96
953,954
36,37
9463,9464
7,34
27,28
13,14
119,120
123,7821
105,58
71,614
7,18
22,23
24,20
73,9501
19,20
24,20
36,43
36,37
953,954
7,68
4,5
9463,9464
0,31
117,118
7,34
9502,298
708,5
921,112
1311,55
119,120
0,35
6,5
73,9503
119,120
24,20
57,58
943,300
7,38
13,14
73,9504
99,23
100,23
97,98
22,23
4,5
19,20
9463,9464
73,9505
105,58
36,43
7,26
73,9506
9507,242
19,20
22,23
9459,146
0,31
73,9508
4,5
6,5
9463,9464
24,20
73,9509
0,21
1125,58
7,8
4,5
36,43
953,954
708,5
0,1
13,14
95,96
924,925
16,17
1311,55
7,44
9463,9464
71,72
7,15
13,14
1125,1234
24,20
19,20
73,9510
9511,643
4,5
9512,298
73,9513
7,68
19,20
4,5
19,20
9463,9464
76,77
101,102
16,17
13,14
1125,58
24,20
19,20
36,37
0,46
7,79
73,9514
4605,345
9463,9464
7,18
27,28
0,21
73,9515
0,1
36,43
73,9516
9463,9464
708,5
36,37
4605,345
19,20
97,98
27,28
7,5566
4,5
27,28
1311,55
7,15
24,20
1311,55
52,53
4,5
16,17
13,14
27,28
1125,1171
7,60
105,58
57,58
9517,2347
0,35
4605,345
36,43
19,20
24,20
36,37
105,58
7,38
9463,9464
52,53
57,58
596,112
105,58
52,53
1125,1234
7,34
105,58
1311,55
52,53
6812,131
57,58
57,58
36,43
27,28
1125,2023
7,26
27,28
9463,9464
4188,58
24,20
4605,345
57,58
4,5
19,20
24,20
141,142
9463,9464
4605,345
9518,131
9519,86
7,68
0,46
0,21
953,954
7,40
6,5
813,814
9518,58
0,35
7,60
4,5
9463,9464
19,20
9520,146
7,68
4,5
24,20
13,14
24,20
119,120
7,40
6619,1171
9519,112
4605,345
9521,298
9522,298
9523,232
9524,897
9525,232
9526,298
904,905
71,147
99,23
100,23
19,20
7,60
22,23
27,28
9463,9464
1125,58
19,20
24,20
7,26
24,20
36,43
1311,55
9527,136
13,14
16,17
1125,58
7,38
596,112
111,112
19,20
57,58
3520,58
0,21
1311,55
7,5566
52,53
57,58
105,58
13,14
1311,55
9463,9464
71,148
7,8
1311,55
57,58
36,43
24,20
19,20
7,44
1125,109
924,925
36,37
0,46
3520,535
7,5566
4,5
1125,217
7,8
57,58
5271,795
7,79
708,5
57,58
16,17
57,58
52,53
13,14
596,112
52,53
36,37
16,17
0,31
1311,55
7,68
119,120
19,20
13,14
57,58
7,40
9463,9464
710,122
24,20
4605,345
3153,541
710,122
6,5
7,79
105,58
1829,58
24,20
119,120
52,53
0,46
9528,87
105,58
7,34
708,5
36,37
4,5
19,20
9463,9464
1106,128
105,58
99,23
111,112
4,5
105,58
9463,9464
16,17
13,14
9529,131
24,20
7,68
7,18
9463,9464
9529,58
7,60
24,20
7,79
19,20
9463,9464
7,40
24,20
0,35
4,5
9520,166
7,60
36,43
13,14
16,17
19,20
710,122
9463,9464
19,20
0,46
953,954
13,14
95,96
7,79
9463,9464
36,43
119,120
121,122
5508,58
4,5
7,60
708,5
7,68
299,300
306,3798
6227,1443
6219,1443
4,5
9530,897
9531,298
9532,298
1229,128
119,120
915,916
2066,2067
3322,3323
5524,5525
3554,4988
1106,128
596,112
5508,146
7,44
111,112
1289,122
135,58
52,53
13,14
311,312
19,20
299,300
97,98
7,34
100,23
99,23
9463,9464
24,20
7,8
24,20
4605,58
19,20
9463,9464
19,20
7,38
4,5
111,112
52,53
121,122
708,5
710,122
3035,122
0,84
9463,9464
596,112
1107,128
1289,122
16,17
4,5
13,14
5524,5525
924,925
7,40
121,122
52,53
0,35
710,122
24,20
105,58
19,20
9463,9464
4,5
13,14
4605,640
0,31
7,15
0,21
1108,58
95,96
7,5566
0,1
1311,55
1106,128
127,128
3779,1207
7,26
111,112
9529,345
7,79
708,5
16,17
13,14
27,28
6175,1443
7547,604
3554,4988
5524,5525
117,118
1229,128
121,122
2066,2067
119,120
4,5
8450,1443
13,14
8021,58
7,38
82,83
953,954
19,20
9529,345
19,20
24,20
904,905
9533,298
9534,897
9535,232
7,79
302,300
9463,9464
306,307
708,5
6215,1443
76,77
101,102
9536,298
9537,897
119,120
57,58
36,37
7,8
97,98
99,23
0,42
100,23
36,43
9463,9464
4,5
0,84
16,17
708,5
13,14
953,954
9463,9464
36,37
0,46
7,60
376,109
36,43
9463,9464
0,21
24,20
7,68
19,20
7,79
0,1
36,37
19,20
7,26
0,42
0,84
7,5566
4,5
7,79
0,1
13,14
24,20
36,37
7,15
7,38
953,954
1106,128
36,43
9538,109
1106,128
1373,336
9539,146
111,112
4,5
0,46
1311,55
105,58
1311,55
19,20
105,58
24,20
36,43
123,7821
376,217
111,112
4,5
105,58
13,14
7,18
19,20
1829,58
97,98
1106,128
19,20
99,23
100,23
52,53
105,58
7700,336
7,34
36,43
1999,112
7,40
7,15
16,17
7,60
13,14
52,53
105,58
596,112
13,14
52,53
6,5
111,112
3035,122
36,43
0,84
24,20
9540,109
0,35
7,15
4,5
7,38
19,20
7,5566
24,20
24,20
7,44
36,37
13,14
16,17
7,34
4,5
7,40
7,15
57,58
7,60
0,21
36,43
9541,81
7,5566
8095,8096
1894,178
0,35
52,53
4,5
1229,128
52,53
935,937
105,58
16,17
111,112
596,112
0,42
57,58
13,14
19,20
24,20
4,5
105,58
13,14
119,120
52,53
105,58
311,312
8095,8096
111,112
1894,178
9542,232
22,23
105,58
1525,307
6238,1443
9543,298
9544,897
904,905
52,53
5986,1443
8095,8096
13,14
8487,1443
9545,232
117,118
105,58
105,58
9546,298
9547,897
9548,232
0,35
1357,300
299,300
605,300
306,307
5795,1443
6232,1443
1356,300
302,300
2066,2067
9549,232
101,102
76,77
0,46
119,120
941,942
52,53
3442,1443
117,118
105,58
111,112
3789,604
7,8
9550,298
596,112
36,37
9541,58
780,136
310,298
135,58
1894,178
941,942
152,3240
7,40
111,112
52,53
4,5
105,58
994,5
9551,298
36,43
0,35
1894,178
13,14
1894,178
7,18
9552,298
313,314
141,142
304,126
308,126
305,126
1373,345
710,122
9553,109
57,58
708,5
915,916
7,26
111,112
299,300
119,120
596,112
0,84
302,300
4,5
1894,178
19,20
7,15
0,1
182,185
95,96
708,5
7,8
57,58
1311,55
36,37
105,58
19,20
24,20
24,20
52,53
1999,112
708,5
7,5566
111,112
1311,55
6,5
36,43
1894,178
7,79
16,17
13,14
13,14
4,5
9554,211
36,37
7,68
13,14
71,147
1384,1386
1384,1386
4,5
105,58
52,53
119,120
0,84
7,26
105,58
401,185
1894,178
0,1
7,44
7,8
6,5
7,34
4,5
24,20
7,34
19,20
16,17
19,20
19,20
24,20
7,44
27,28
19,20
36,37
7,18
7,5566
7,40
36,43
52,53
7,15
27,28
7,8
4,5
52,53
19,20
1311,55
3035,122
105,58
27,28
5029,58
36,43
9555,298
9556,298
9557,897
9558,897
9559,897
9560,897
9561,897
9562,897
9563,897
9564,298
9565,298
9566,298
9567,298
9568,298
9569,298
9570,298
27,28
7,40
9571,298
57,58
27,28
9572,298
52,53
24,20
9573,298
7,44
27,28
7,26
24,20
24,20
4,5
16,17
7,18
57,58
4,5
105,58
708,5
105,58
52,53
13,14
105,58
1311,55
71,1058
22,23
710,122
111,112
52,53
7,18
121,122
52,53
105,58
710,122
9574,897
7,26
52,53
708,5
105,58
710,122
24,20
119,120
24,20
710,122
1229,128
9575,298
127,128
13,14
710,122
708,5
7,18
111,112
710,122
117,118
52,53
1107,128
24,20
7,60
9576,298
299,300
119,120
302,300
4696,3620
299,300
302,300
121,122
1289,122
1290,122
127,128
596,112
1229,128
1108,58
9577,298
119,120
7,44
1357,300
1356,300
9578,298
19,20
708,5
36,43
24,20
4,5
7,15
16,17
36,37
13,14
24,20
135,58
13,14
708,5
19,20
7,26
117,118
24,20
1999,112
19,20
7,15
24,20
7,18
4,5
7,34
7,38
16,17
13,14
119,120
105,58
7,79
71,184
19,20
9579,94
105,58
24,20
105,58
4,5
1106,128
105,58
36,37
105,58
127,128
710,122
1229,128
52,53
24,20
19,20
105,58
1106,128
119,120
7,79
105,58
7,60
7,8
36,43
4,5
13,14
16,17
1107,128
1311,55
7,15
111,112
9580,298
36,37
4,5
7,44
119,120
9581,298
9579,58
24,20
36,43
7,34
7,26
169,170
1311,55
708,5
7,44
99,23
97,98
100,23
313,314
9582,219
7,60
4,5
7,38
708,5
16,17
13,14
19,20
4,5
24,20
7,40
169,170
7,26
9583,58
169,170
57,58
4,5
169,647
7,60
7,38
19,20
9584,298
105,58
24,20
3035,122
7,5566
24,20
169,383
13,14
16,17
24,20
9579,1563
119,120
57,58
7,60
169,649
7,34
13,14
169,858
71,614
7,40
13,14
4,5
7,8
24,20
813,814
57,58
1289,122
24,20
19,20
0,35
7,15
244,245
105,58
57,58
7,18
0,42
13,14
1290,122
57,58
121,122
105,58
708,5
596,112
16,17
244,246
311,312
244,246
401,58
0,21
13,14
105,58
52,53
7,38
36,43
19,20
97,98
100,23
24,20
105,58
0,1
24,20
4,5
19,20
36,37
7,8
0,46
813,814
36,43
16,17
9579,1207
13,14
36,37
7,79
117,118
934,58
582,4366
119,120
24,20
71,72
7,15
582,4366
57,58
19,20
4,5
36,37
934,58
7,79
24,20
4,5
19,20
101,102
0,21
7,15
7,18
13,14
16,17
19,20
7,79
24,20
36,37
0,21
22,23
57,58
9585,9586
0,1
52,53
7,18
24,20
934,58
57,58
19,20
596,112
121,122
57,58
52,53
710,122
688,689
1290,122
3035,122
8125,1443
9587,298
57,58
5983,5984
4,5
2066,2067
36,37
119,120
9588,775
7,34
1999,112
99,23
100,23
9589,109
780,58
24,20
57,58
0,35
7,40
7,18
3153,131
119,120
16,17
13,14
708,5
36,37
52,53
24,20
7,38
0,46
4,5
7,5566
36,37
3153,58
7,60
0,42
7,15
0,1
105,58
302,300
13,14
16,17
4750,604
119,120
52,53
7,18
688,689
57,58
7,26
4,5
141,142
24,20
105,58
0,84
9590,298
119,120
52,53
7,38
6,5
119,120
9591,217
57,58
9588,58
0,1
119,120
36,43
19,20
7,40
9589,1385
24,20
7,8
135,914
813,814
76,77
101,102
0,1
7,5566
36,43
13,14
7,18
24,20
4,5
99,23
22,23
813,814
7,60
710,122
4,5
244,874
7,40
36,43
0,1
4,5
7,18
7,26
244,874
244,874
13,14
16,17
7,5566
0,1
36,43
1278,814
1278,217
9589,136
7,79
0,84
7,8
19,20
111,112
103,104
103,104
7,34
0,31
710,122
7,5566
0,1
36,43
7,8
9592,109
4,5
7,68
0,31
4,5
13,14
36,43
95,96
7,5566
0,1
6,5
24,20
9589,9593
7,8
0,46
7,34
9589,9594
6532,6533
19,20
24,20
19,20
0,1
7,5566
100,23
16,17
13,14
0,42
36,37
7,34
4,5
36,43
7,5566
4,5
305,126
7,26
0,42
36,37
708,5
57,58
111,112
1311,55
0,21
7,34
36,43
0,1
1384,1386
105,58
13,14
0,42
16,17
36,37
7,60
24,20
0,21
4,5
0,1
7,8
596,112
1311,55
57,58
36,37
4,5
110,58
57,58
24,20
7,68
27,28
1311,55
4,5
27,28
7,44
16,17
13,14
7,60
36,37
27,28
13,14
7,15
97,98
19,20
6860,136
100,23
9595,146
24,20
0,35
7,40
36,37
24,20
27,28
4,5
27,28
7,34
27,28
4,5
13,14
0,1
6,5
27,28
24,20
7,40
36,37
110,58
57,58
7,60
110,58
1311,55
9596,223
7,34
125,126
57,58
36,37
7,40
19,20
1289,122
103,104
1311,55
16,17
7,34
6,5
103,104
13,14
710,122
1290,122
52,53
0,84
1289,122
708,5
36,37
710,122
1289,122
24,20
52,53
4,5
7,15
9596,94
7,79
4,5
36,43
129,112
119,120
57,58
24,20
0,31
103,104
597,598
708,5
688,689
299,300
119,120
0,46
57,58
13,14
24,20
119,120
8577,140
0,42
9459,58
7,60
57,58
13,14
19,20
24,20
19,20
9597,815
7,26
0,21
57,58
19,20
111,112
4,5
110,58
113,256
19,20
7,5566
1871,1459
24,20
13,14
16,17
934,58
36,43
19,20
7,34
7,38
57,58
57,58
7,40
24,20
4,5
244,245
36,43
0,31
19,20
9598,242
9599,58
1999,112
19,20
9600,242
4,5
103,104
111,112
103,104
36,37
13,14
7,26
36,43
7,44
97,98
0,35
103,104
99,23
100,23
7,15
244,1000
119,120
850,604
36,37
244,1000
117,118
4,5
24,20
9601,298
111,112
127,128
123,7821
596,112
19,20
7,18
0,1
57,58
780,58
7,26
24,20
7,38
13,14
1263,1264
119,120
16,17
688,689
19,20
24,20
103,104
117,118
57,58
688,689
7,68
103,104
57,58
105,58
596,112
9602,298
688,689
135,914
0,46
111,112
13,14
7,60
19,20
103,104
7,34
117,118
47,48
57,58
119,120
4,5
7,40
596,112
688,689
0,46
688,689
5524,5525
7,60
9603,298
22,23
299,300
7,34
16,17
16,17
13,14
156,58
780,211
19,20
7,68
0,21
24,20
7,79
24,20
103,104
9604,232
9605,232
9606,298
9607,298
9608,298
9609,298
299,300
605,300
19,20
1357,300
306,307
4197,1443
3469,1443
57,58
156,88
6123,1443
943,300
1525,307
3438,307
9610,897
9611,298
9612,298
9613,897
9614,298
9615,298
696,598
8168,1443
6013,1443
597,598
2761,1443
6222,1443
8126,1443
8113,1443
7,34
6036,1443
6011,1443
4938,1443
8122,1443
944,300
8379,1443
4967,1443
3439,307
2265,1443
8140,1443
6242,1443
6018,1443
9616,232
904,905
9617,232
9618,298
1356,300
6295,1443
3322,3323
103,104
6081,1443
6174,1443
9619,298
9620,232
9621,298
1106,128
8055,1248
119,120
1107,128
57,58
1229,128
8110,1443
596,112
127,128
2066,2067
9622,897
9623,298
9624,897
9625,232
4,5
1358,58
3554,4988
4979,1443
6184,307
2260,604
5874,1443
8118,1443
9626,232
696,598
117,118
103,104
9627,298
1357,300
119,120
3554,4988
311,312
7,40
1108,58
299,300
9628,298
9629,298
1106,128
1229,128
1107,128
302,300
127,128
57,58
99,23
1108,58
36,37
100,23
19,20
921,112
76,77
7,38
8095,8096
0,31
9452,58
36,43
16,17
13,14
13,14
7,18
110,58
708,5
24,20
57,58
103,104
8095,8096
7,68
156,88
57,58
19,20
4,5
7,5566
24,20
103,104
19,20
57,58
117,118
36,37
103,104
1107,128
1229,128
4,5
52,53
4399,58
1108,58
111,112
57,58
9630,298
24,20
110,58
57,58
1373,345
1265,58
696,598
36,43
103,104
117,118
4,5
117,118
7,68
16,17
4399,993
119,120
19,20
13,14
24,20
32,1049
19,20
9517,58
9631,897
904,905
708,5
9632,298
9633,232
9634,232
1106,128
9635,232
943,300
605,300
57,58
306,3798
302,300
8116,1443
135,58
7,79
57,58
19,20
1107,128
9517,2347
7680,112
156,88
9636,298
9637,897
9638,232
9639,232
904,905
7,5566
7,68
47,48
4,5
0,21
310,136
1290,122
605,300
780,58
103,104
117,118
9640,298
103,104
7,60
135,58
57,58
52,53
7,15
52,53
311,312
13,14
16,17
36,43
7,5566
943,300
22,23
111,112
19,20
119,120
708,5
7,8
36,37
934,58
19,20
1263,1264
24,20
24,20
4,5
9641,298
9642,897
299,300
5796,1443
302,300
306,307
9643,298
1356,300
1357,300
9644,298
1393,136
16,17
13,14
7,79
103,104
708,5
4,5
57,58
19,20
0,35
1829,58
119,120
36,43
13,14
57,58
52,53
1106,128
0,84
4,5
0,46
95,96
36,37
0,35
57,58
9645,134
119,120
9517,2347
19,20
0,21
24,20
24,20
0,1
7,44
16,17
7,68
13,14
19,20
9646,298
19,20
302,300
9647,298
7,15
127,128
119,120
2066,2067
103,104
311,312
117,118
5524,5525
1373,58
36,43
1108,58
13,14
9645,1743
4,5
19,20
1229,128
1107,128
24,20
57,58
52,53
101,102
0,21
76,77
6,5
36,37
9517,242
57,58
4,5
9645,878
7,60
16,17
13,14
57,58
813,814
4,5
0,21
36,37
1229,128
9645,58
105,58
13,14
57,58
1311,55
4,5
0,84
1107,128
708,5
52,53
7,34
22,23
110,58
19,20
105,58
9648,298
813,814
1311,55
119,120
7,38
24,20
9649,217
813,814
24,20
7,8
105,58
0,84
156,3890
9649,140
105,58
0,35
16,17
13,14
7,79
0,46
934,58
0,42
7,5566
52,53
4,5
105,58
0,84
813,814
7,60
9650,58
103,104
129,112
4,5
105,58
1311,55
24,20
19,20
0,46
4,5
19,20
0,42
7,5566
708,5
0,84
16,17
13,14
24,20
7,60
0,1
13,14
36,37
813,814
0,31
7,60
123,7821
22,23
1311,55
103,104
123,7821
0,1
4,5
95,96
16,17
0,84
708,5
13,14
7,18
813,814
1107,128
1311,55
111,112
0,1
708,5
7,8
4838,166
1311,55
1229,128
19,20
7,18
24,20
7,44
4,5
19,20
36,37
7,5566
36,43
13,14
16,17
7,15
0,31
0,21
7,79
708,5
19,20
0,42
4,5
36,37
7,5566
24,20
36,43
7,15
0,35
97,98
100,23
24,20
99,23
0,1
7,79
36,37
0,42
7,68
13,14
24,20
27,28
1107,128
0,31
27,28
7,40
1311,55
103,104
111,112
19,20
105,58
596,112
110,58
52,53
27,28
4,5
111,112
0,46
36,37
6,5
7,26
313,314
7,40
0,31
27,28
0,1
24,20
19,20
16,17
13,14
0,42
111,112
36,37
7,68
9651,298
13,14
52,53
1311,55
1106,128
103,104
299,300
22,23
111,112
110,58
302,300
9652,298
27,28
52,53
311,312
121,122
1311,55
27,28
119,120
111,112
0,1
103,104
576,109
7,44
105,58
9653,298
1311,55
27,28
24,20
0,46
7,26
36,37
169,170
36,43
169,170
19,20
7,40
4,5
0,1
169,170
13,14
16,17
7,5566
1311,55
708,5
52,53
0,35
119,120
82,83
19,20
7,60
169,282
6,5
169,172
7,79
169,285
4,5
7,68
36,37
1311,55
169,174
36,43
7,40
19,20
169,649
52,53
16,17
7,44
24,20
0,1
36,37
7,26
13,14
0,46
36,43
1647,58
4,5
311,312
7,40
6,5
0,21
4,5
0,42
7,5566
36,37
24,20
36,43
708,5
0,84
117,118
16,17
0,21
7,40
13,14
24,20
19,20
7,68
0,46
19,20
4,5
7,15
24,20
6,5
52,53
7,44
0,42
36,37
7,34
0,84
16,17
13,14
111,112
1311,55
52,53
9654,298
0,1
22,23
13,14
7,44
103,104
125,126
36,37
119,120
301,126
4,5
710,122
596,112
9655,146
52,53
9656,298
105,58
9657,298
8127,1443
103,104
0,84
7,38
710,122
36,43
119,120
7,40
111,112
0,31
24,20
52,53
0,42
119,120
9655,58
36,37
9658,211
708,5
7,18
36,43
3322,3323
16,17
7,79
13,14
9658,146
0,21
0,1
7,26
4,5
7,15
9659,198
9655,58
36,43
6484,58
7,5566
19,20
7,26
7,60
4,5
0,35
36,43
13,14
24,20
0,21
13,14
24,20
6484,58
24,20
36,37
7,15
19,20
4,5
9660,9661
0,31
4,5
9660,9661
7,5566
0,42
7,68
4,5
7,15
36,37
1371,1372
105,58
9662,136
13,14
76,77
101,102
9660,9661
0,31
24,20
19,20
7,5566
129,112
36,37
24,20
19,20
0,84
52,53
9663,298
302,300
4,5
36,43
7,79
311,312
135,136
101,102
7,44
9660,9661
19,20
13,14
16,17
7,15
24,20
19,20
1871,2327
9660,9661
0,31
6,5
4,5
24,20
95,96
0,46
7,15
36,37
24,20
36,43
7,44
105,58
13,14
52,53
161,9664
9660,9661
105,58
0,1
4,5
1311,55
119,120
7,34
1311,55
9660,9661
9585,9664
24,20
52,53
13,14
6,5
1829,58
22,23
1311,55
119,120
7,68
105,58
19,20
708,5
24,20
7,40
7,34
4,5
36,37
9660,9661
36,43
0,1
16,17
19,20
9660,9661
7,60
6,5
0,46
7,68
4,5
36,43
24,20
0,1
9660,9661
4,5
19,20
19,20
36,43
7,44
119,120
13,14
7,5566
36,37
9660,9661
7,34
24,20
7,60
129,112
0,21
597,598
605,300
9665,146
1903,166
7,40
24,20
4,5
9660,9661
22,23
0,46
4,5
9660,9661
0,31
4,5
13,14
7,26
0,42
19,20
22,23
0,35
119,120
7,34
27,28
708,5
105,58
19,20
9660,9661
119,120
7,40
0,1
596,112
111,112
7,15
0,84
19,20
16,17
13,14
7,68
9660,9661
6,5
13,14
0,46
24,20
4,5
52,53
105,58
7,60
105,58
4,5
9660,9661
934,58
0,1
934,58
0,35
119,120
4,5
19,20
19,20
710,122
36,37
0,31
4,5
103,104
6,5
22,23
9660,9661
24,20
117,118
0,84
19,20
7,8
36,37
0,46
4878,521
4,5
7,79
135,136
0,1
24,20
24,20
9660,9661
7,15
13,14
16,17
0,46
7,34
36,37
6,5
24,20
7,44
13,14
0,42
4878,131
19,20
7,15
9660,9661
0,46
7,18
9666,146
4,5
4878,640
36,37
7,68
244,245
36,43
207,208
9660,9661
244,245
7,8
24,20
0,1
119,120
13,14
7,15
4878,58
4,5
9667,298
311,312
9668,298
7,79
9669,298
52,53
97,98
13,14
100,23
99,23
105,58
9670,897
9671,298
9672,897
9673,298
9674,897
9675,232
943,300
135,58
306,307
6023,1443
4,5
9676,298
9660,9661
0,42
944,300
3322,3323
302,300
52,53
119,120
1999,112
24,20
105,58
24,20
52,53
9677,298
780,58
9660,9661
921,112
9678,897
9679,298
2105,640
1999,112
7,18
0,46
24,20
7,8
16,17
19,20
6,5
135,58
9660,9661
24,20
52,53
13,14
7,38
0,21
770,131
7,44
9660,9661
4,5
36,43
7,26
9660,9661
4,5
119,120
7,18
0,31
4,5
7,68
19,20
7,8
36,43
27,28
27,28
6,5
9660,9661
95,96
0,46
7,38
22,23
2105,58
24,20
52,53
19,20
7,44
7,15
4,5
24,20
770,640
27,28
169,1138
19,20
7,18
6,5
9660,9661
36,37
27,28
0,1
169,554
7,26
770,131
27,28
169,170
7,5566
101,102
920,347
4392,347
169,170
4,5
920,347
7,34
920,347
169,170
918,347
19,20
7,18
24,20
918,347
918,347
2255,347
36,43
1311,55
24,20
9660,9661
0,42
4392,347
6,5
7,79
918,347
9680,146
105,58
105,58
710,122
1829,58
1311,55
105,58
19,20
135,58
7,40
0,46
4392,347
13,14
16,17
169,282
169,172
24,20
7,15
9660,9661
169,173
1311,55
4,5
0,31
52,53
7,38
0,21
19,20
710,122
105,58
52,53
169,383
605,300
9681,298
708,5
169,179
6,5
7,68
710,122
